# Start time is 15:33:33
# 
# GATEvoltage, BIASvoltage, Current, Real-LI, Imag-LI
# mV, mV, nA, V, V
# Comments: bias = 0mV; lockin freq = 73.24; lockin V = 500mV-Rms, tau = 300ms, 1MV/A
# 
2520.0274662 0.0305180 -0.0006620 -0.000067776604376 0.000000891411186
2539.8641947 0.0305180 -0.0003261 -0.000062300188283 0.000000109725430
2560.0061036 0.0305180 -0.0004129 -0.000062939950194 0.000001162664400
2580.1480125 0.0305180 -0.0004795 -0.000073406040916 -0.000000652556691
2599.9847410 0.0305180 -0.0005872 -0.000078611273696 0.000000041298439
2620.1266499 0.0305180 -0.0005698 -0.000080531473426 0.000000171095967
2639.9633783 0.0305180 -0.0006577 -0.000083166327587 0.000001129348160
2660.1052873 0.0305180 -0.0007429 -0.000085182193291 0.000001181507066
2679.9420157 0.0305180 -0.0006785 -0.000084935811245 0.000000607598153
2700.0839246 0.0305180 -0.0004846 -0.000081494343183 0.000002169975782
2719.9206531 0.0305180 -0.0006501 -0.000086782570512 0.000002515231602
2740.0625620 0.0305180 -0.0006425 -0.000092495462712 0.000003787935692
2759.8992905 0.0305180 -0.0006688 -0.000094224617731 0.000003961745454
2780.0411994 0.0305180 -0.0008211 -0.000097650133731 0.000004102995550
2799.8779278 0.0305180 -0.0007741 -0.000094675471311 0.000001524026183
2820.0198367 0.0305180 -0.0007141 -0.000088425526120 0.000001462429497
2839.8565652 0.0305180 -0.0007291 -0.000083676065820 0.000001824529643
2859.9984741 0.0305180 -0.0006794 -0.000079016294685 0.000001808546448
2880.1403830 0.0305180 -0.0006556 -0.000073792461836 0.000000179451166
2899.9771115 0.0305180 -0.0004898 -0.000074581154704 0.000001216103841
2920.1190204 0.0305180 -0.0004609 -0.000075708338290 0.000003076648834
2939.9557488 0.0305180 -0.0005796 -0.000073334799684 -0.000000543241854
2960.0976577 0.0305180 -0.0006562 -0.000071657887569 0.000001418125911
2979.9343862 0.0305180 -0.0004413 -0.000070793253081 0.000000971093378
3000.0762951 0.0305180 -0.0004518 -0.000067962620342 0.000000928077964
3019.9130236 0.0305180 -0.0004917 -0.000063736884306 0.000001854752627
3040.0549325 0.0305180 -0.0003004 -0.000066230222278 0.000003134880297
3059.8916609 0.0305180 -0.0004359 -0.000065153191035 -0.000000416103493
3080.0335698 0.0305180 -0.0005133 -0.000060692128438 0.000001929738543
3099.8702983 0.0305180 -0.0003561 -0.000056558318979 0.000000705620783
3120.0122072 0.0305180 -0.0002298 -0.000052537076798 0.000000189694274
3139.8489357 0.0305180 -0.0001028 -0.000055217935072 0.000000965010248
3159.9908446 0.0305180 -0.0002824 -0.000050754160442 0.000000945446253
3180.1327535 0.0305180 -0.0003681 -0.000050299590959 -0.000000583501180
3199.9694820 0.0305180 -0.0001004 -0.000050252569467 0.000000510958854
3220.1113909 0.0305180 -0.0002697 -0.000047419203548 0.000001943358035
3239.9481193 0.0305180 -0.0002028 -0.000048065075610 0.000001285855423
3260.0900282 0.0305180 -0.0001813 -0.000052484777504 0.000001694673963
3279.9267567 0.0305180 -0.0001029 -0.000049146288565 0.000000106549938
3300.0686656 0.0305180 -0.0001738 -0.000050576764006 0.000000334220308
3319.9053941 0.0305180 -0.0002196 -0.000052827679606 0.000000002905875
3340.0473030 0.0305180 -0.0003140 -0.000050768748558 0.000002101067121
3359.8840314 0.0305180 -0.0002947 -0.000051574034933 0.000001069550685
3380.0259403 0.0305180 -0.0003220 -0.000050464482204 0.000001072599886
3399.8626688 0.0305180 -0.0003299 -0.000050888426333 0.000001390435216
3420.0045777 0.0305180 -0.0002159 -0.000053793008813 0.000002472400632
3440.1464866 0.0305180 -0.0003484 -0.000057907896894 -0.000000084803746
3459.9832151 0.0305180 -0.0004803 -0.000061761188642 0.000001475129118
3480.1251240 0.0305180 -0.0005108 -0.000066386165636 0.000000905340239
3499.9618524 0.0305180 -0.0005283 -0.000068424873623 -0.000001130885390
# End time is 15:45:54
# 
